sales,dayofmonth,dayofweek,month,shift_sales+1,shift_sales+2,shift_sales+3,shift_sales+4,shift_sales+5,shift_sales+6,shift_sales+7,shift_sales+8,shift_sales+9,shift_sales+10,shift_sales+11,shift_sales+12,shift_sales+13,shift_sales+14,daily_store_sales1,daily_store_sales2,daily_store_sales3,daily_store_sales4,daily_store_sales5,daily_store_sales6,daily_store_sales7,daily_store_sales8,daily_store_sales9,daily_store_sales10,daily_store_sales11,daily_store_sales12,daily_store_sales13,daily_store_sales14,daily_store_sales15,daily_store_sales16,daily_store_sales17,daily_store_sales18,daily_store_sales19,daily_store_sales20,daily_store_sales21,daily_store_sales22,daily_store_sales23,daily_store_sales24,daily_store_sales25,daily_store_sales26,daily_store_sales27,daily_store_sales28,daily_store_sales29,daily_store_sales30,mean_store_sales1,mean_store_sales2,mean_store_sales3,mean_store_sales4,mean_store_sales5,mean_store_sales6,mean_store_sales7,mean_store_sales8,mean_store_sales9,mean_store_sales10,mean_store_sales11,mean_store_sales12,mean_store_sales13,mean_store_sales14,mean_store_sales15,mean_store_sales16,mean_store_sales17,mean_store_sales18,mean_store_sales19,mean_store_sales20,mean_store_sales21,mean_store_sales22,mean_store_sales23,mean_store_sales24,mean_store_sales25,mean_store_sales26,mean_store_sales27,mean_store_sales28,mean_store_sales29,mean_store_sales30,shift_day+1,shift_day+2,shift_day+3,shift_day+4,shift_day+5,shift_day+6,shift_day+7,shift_day+8,shift_day+9,shift_day+10,shift_day+11,shift_day+12,shift_day+13,shift_day+14,shift_day+15,shift_day+16,shift_day+17,shift_day+18,shift_day+19,shift_day+20,shift_day+21,shift_day+22,shift_day+23,shift_day+24,shift_day+25,shift_day+26,shift_day+27,shift_day+28,shift_day+29,shift_day+30
430,9,2,12,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,477.0,718.0,749.0,648.0,628.0,557.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31112.0,29194.0,27332.0,25533.0,25442.0,21544.0,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,62.224,58.388,54.664,51.066,50.884,43.088,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
401,10,3,12,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,477.0,718.0,749.0,648.0,628.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31112.0,29194.0,27332.0,25533.0,25442.0,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,62.224,58.388,54.664,51.066,50.884,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
502,11,4,12,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,477.0,718.0,749.0,648.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31112.0,29194.0,27332.0,25533.0,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,62.224,58.388,54.664,51.066,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
515,12,5,12,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,477.0,718.0,749.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31112.0,29194.0,27332.0,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,62.224,58.388,54.664,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
546,13,6,12,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,477.0,718.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31112.0,29194.0,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,62.224,58.388,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
352,14,0,12,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,477.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31112.0,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,62.224,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
378,15,1,12,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,426.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,32854.0,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,65.708,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
407,16,2,12,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,382.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,21942.0,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,43.884,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
428,17,3,12,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,453.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,25672.0,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,51.344,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
499,18,4,12,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,467.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,25412.0,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,50.824,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
523,19,5,12,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,505.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,27287.0,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,54.574,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
555,20,6,12,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,545.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,29165.0,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,58.33,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
392,21,0,12,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,368.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31082.0,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,62.164,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
405,22,1,12,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,448.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,32732.0,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,65.464,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
450,23,2,12,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,430.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,21653.0,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,43.306,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
415,24,3,12,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,401.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,25667.0,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,51.334,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
424,25,4,12,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,502.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,25490.0,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,50.98,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
543,26,5,12,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,515.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,27637.0,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,55.274,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
532,27,6,12,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,546.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,29359.0,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,58.718,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
350,28,0,12,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,352.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,30957.0,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,61.914,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
427,29,1,12,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,378.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,32834.0,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,65.668,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
411,30,2,12,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,407.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,21663.0,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,43.326,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
417,31,3,12,411.0,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,428.0,18191.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,18016.0,36.382,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,36.032,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
446,1,4,1,417.0,411.0,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,499.0,19377.0,18191.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,18243.0,38.754,36.382,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,36.486,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
491,2,5,1,446.0,417.0,411.0,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,523.0,20158.0,19377.0,18191.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,19543.0,40.316,38.754,36.382,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,39.086,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
474,3,6,1,491.0,446.0,417.0,411.0,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,555.0,21280.0,20158.0,19377.0,18191.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,20652.0,42.56,40.316,38.754,36.382,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,41.304,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
371,4,0,1,474.0,491.0,446.0,417.0,411.0,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,392.0,22911.0,21280.0,20158.0,19377.0,18191.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,22237.0,45.822,42.56,40.316,38.754,36.382,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,44.474,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
375,5,1,1,371.0,474.0,491.0,446.0,417.0,411.0,427.0,350.0,532.0,543.0,424.0,415.0,450.0,405.0,15199.0,22911.0,21280.0,20158.0,19377.0,18191.0,18403.0,15569.0,23268.0,22256.0,20877.0,19591.0,18031.0,18008.0,15669.0,23579.0,21835.0,20837.0,19401.0,18517.0,18454.0,15663.0,23290.0,22122.0,20780.0,19299.0,18273.0,18296.0,15550.0,23745.0,30.398,45.822,42.56,40.316,38.754,36.382,36.806,31.138,46.536,44.512,41.754,39.182,36.062,36.016,31.338,47.158,43.67,41.674,38.802,37.034,36.908,31.326,46.58,44.244,41.56,38.598,36.546,36.592,31.1,47.49,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
